latitude,longitude,hour_of_day,nearby_incidents,nearby_safe_zones,lighting_density,police_proximity,crowd_density,cctv_coverage,response_speed,safety_score
13.0437,80.2628,2,2,4,52.4,81.7,74.1,87.9,96.3,62.8
13.1065,80.2217,13,1,4,74.9,93.8,57.1,48.6,97.2,98.0
13.0758,80.2813,9,1,5,64.0,72.2,61.5,65.5,92.6,98.0
13.1641,80.1981,21,1,4,73.3,92.3,63.5,71.6,94.2,98.0
13.1147,80.1883,6,0,4,70.3,89.6,57.1,48.6,92.0,98.0
12.9907,80.3336,16,4,3,54.0,62.7,89.7,61.5,81.0,57.1
12.9676,80.1704,5,3,5,50.3,81.3,92.6,49.9,87.1,74.7
13.1106,80.2512,22,1,4,75.9,86.1,57.1,48.6,97.4,84.5
12.9566,80.1942,21,1,5,68.8,89.6,93.0,48.0,92.0,98.0
13.0964,80.1578,3,1,4,78.3,76.6,57.9,52.0,84.7,88.7
13.1851,80.1572,16,0,5,69.5,76.6,73.3,87.6,84.7,98.0
13.0939,80.185,8,1,5,78.8,89.6,59.4,58.0,92.0,98.0
13.047,80.3234,3,3,5,91.9,62.0,70.6,85.6,83.0,69.6
13.1108,80.2065,6,1,4,74.6,93.8,57.1,48.6,95.9,98.0
13.0646,80.3401,22,4,5,98.0,64.8,67.2,80.5,79.5,65.5
13.0864,80.2663,1,2,5,65.6,76.9,59.4,58.0,94.7,72.3
13.1854,80.2373,16,0,5,72.5,89.8,73.3,87.6,98.0,98.0
13.0465,80.266,23,3,5,64.6,76.9,70.6,85.6,94.7,58.3
13.1903,80.2533,7,0,5,80.3,86.1,73.3,87.6,97.4,98.0
13.1763,80.3018,22,1,5,65.9,64.8,69.8,84.6,87.8,84.5
12.9989,80.2065,14,0,2,77.0,93.8,87.3,69.3,95.9,98.0
12.9673,80.2206,14,3,5,87.6,93.8,92.6,49.9,97.2,89.3
12.9752,80.3288,7,4,4,48.6,62.7,91.4,54.6,81.0,59.2
12.9546,80.3393,15,4,5,58.2,64.8,92.7,49.3,79.5,63.4
12.9736,80.3285,18,4,5,53.8,62.7,92.6,49.9,81.0,58.8
13.1208,80.2339,10,2,3,82.9,92.5,57.1,48.2,97.9,87.8
12.9678,80.3061,1,2,5,54.6,62.7,92.6,49.9,85.3,66.6
13.0297,80.2453,22,3,4,58.4,86.1,77.7,87.1,97.4,54.9
13.1612,80.2495,23,4,4,91.7,86.1,63.5,71.6,97.4,62.5
12.9558,80.1909,16,2,5,63.7,89.6,93.0,48.0,92.0,86.9
13.1536,80.2682,15,2,3,89.7,76.9,61.0,63.7,94.7,91.0
13.0205,80.1872,14,1,3,73.1,89.6,81.2,83.2,92.0,97.4
12.9795,80.2163,12,2,4,85.8,93.8,91.4,54.6,97.2,98.0
13.1242,80.321,14,2,3,63.9,62.0,57.1,48.2,83.0,78.7
13.1072,80.1914,3,0,4,77.2,89.6,57.1,48.6,92.0,96.6
13.1694,80.1642,15,4,5,55.0,76.6,66.5,79.0,84.7,64.1
13.1338,80.1638,11,3,2,56.0,76.6,57.7,51.0,84.7,58.9
13.1509,80.3382,3,5,3,57.8,64.8,61.0,63.7,79.5,34.3
13.0205,80.2514,2,0,3,67.4,86.1,81.2,83.2,97.4,87.8
12.9944,80.2319,21,3,3,89.8,92.5,89.7,61.5,97.9,78.6
13.1377,80.3122,16,2,2,52.8,62.7,59.0,56.4,85.3,69.7
13.1517,80.3172,21,4,3,48.1,62.0,61.0,63.7,83.0,51.7
13.1976,80.2164,17,0,5,70.9,93.8,76.9,87.6,97.2,98.0
13.0532,80.2887,17,1,5,67.6,68.1,70.6,85.6,90.3,98.0
13.043,80.3042,22,1,4,80.3,64.8,74.1,87.9,87.8,85.3
13.1441,80.2809,16,2,2,81.7,72.2,59.0,56.4,92.6,83.3
13.0352,80.1803,11,2,4,85.9,85.8,74.1,87.9,89.6,98.0
13.1827,80.3252,22,3,5,68.0,62.7,69.8,84.6,81.0,58.6
13.1646,80.2578,20,3,4,90.3,81.7,63.5,71.6,96.3,88.0
13.0572,80.2065,23,2,5,64.7,93.8,67.2,80.5,95.9,73.7
13.1377,80.235,3,4,2,88.3,89.8,59.0,56.4,98.0,46.5
13.1386,80.1575,11,5,2,55.7,76.6,59.0,56.4,84.7,47.9
12.9758,80.1756,22,2,4,57.3,85.8,91.4,54.6,89.6,67.4
13.1756,80.3031,21,1,5,69.4,64.8,69.8,84.6,87.8,98.0
13.0763,80.15,20,3,5,88.8,71.9,61.5,65.5,82.5,91.5
13.1566,80.2333,19,4,4,97.7,92.5,63.5,71.6,97.9,80.0
13.03,80.2545,14,2,4,61.4,86.1,77.7,87.1,97.4,86.8
13.1739,80.1609,22,4,5,54.4,76.6,66.5,79.0,84.7,48.2
13.0473,80.3446,15,4,5,92.9,64.8,70.6,85.6,79.5,81.0
12.9527,80.1952,4,1,5,69.3,92.3,92.7,49.3,94.2,87.8
13.1763,80.2108,20,0,5,78.2,93.8,69.8,84.6,95.9,98.0
12.9728,80.2108,14,2,5,81.0,93.8,92.6,49.9,95.9,94.7
13.0298,80.1961,16,0,4,72.7,92.3,77.7,87.1,94.2,98.0
13.1875,80.1503,17,1,5,73.6,71.9,73.3,87.6,82.5,98.0
13.1877,80.2959,4,0,5,66.9,64.8,73.3,87.6,87.8,95.6
13.0934,80.3434,12,3,5,78.8,64.8,59.4,58.0,79.5,88.5
13.108,80.1949,18,0,4,75.3,89.6,57.1,48.6,92.0,98.0
13.0621,80.2826,12,2,5,68.0,72.2,67.2,80.5,92.6,89.9
13.0233,80.2984,17,0,3,73.0,64.8,81.2,83.2,87.8,98.0
13.0322,80.3197,13,2,4,80.5,62.0,77.7,87.1,83.0,93.4
13.1181,80.2345,3,1,3,82.3,92.5,57.1,48.2,97.9,82.9
13.1381,80.2106,3,2,2,81.1,93.8,59.0,56.4,95.9,64.0
13.1479,80.2151,19,2,3,85.5,93.8,61.0,63.7,97.2,90.2
13.1474,80.2925,19,1,3,72.3,68.1,61.0,63.7,90.3,97.3
12.9728,80.3134,18,2,5,54.5,62.7,92.6,49.9,85.3,85.6
13.0736,80.1863,12,2,5,80.0,89.6,64.1,73.4,92.0,95.8
12.9644,80.2242,11,2,5,83.3,93.8,93.0,48.0,97.2,98.0
13.0874,80.3304,6,3,5,79.4,62.7,59.4,58.0,81.0,87.1
13.0604,80.3113,11,2,5,83.4,62.7,67.2,80.5,85.3,98.0
13.1719,80.347,20,3,5,64.5,68.0,66.5,79.0,78.4,74.0
13.0377,80.3008,3,1,4,79.3,64.8,74.1,87.9,87.8,86.6
12.9793,80.2286,1,4,4,93.0,92.5,91.4,54.6,97.9,58.6
12.9857,80.2681,1,2,3,84.4,76.9,89.7,61.5,94.7,71.0
13.1404,80.2822,4,2,2,78.6,72.2,59.0,56.4,92.6,62.1
13.1046,80.1657,22,0,4,77.8,81.3,57.9,52.0,87.1,96.8
12.9753,80.2589,9,4,4,91.7,81.7,91.4,54.6,96.3,77.9
12.971,80.2919,9,0,5,71.8,68.1,92.6,49.9,90.3,98.0
13.1252,80.1835,8,3,2,58.6,85.8,57.7,51.0,89.6,61.0
12.9682,80.3061,12,2,5,62.5,62.7,92.6,49.9,85.3,85.5
13.1555,80.2668,6,3,4,88.9,76.9,63.5,71.6,94.7,89.0
13.1266,80.3404,4,3,2,52.9,64.8,57.7,51.0,79.5,37.7
12.9703,80.1585,9,5,5,51.2,76.6,92.6,49.9,84.7,59.4
12.9712,80.2031,9,0,5,77.3,92.3,92.6,49.9,94.2,98.0
13.1967,80.2703,5,1,5,67.0,76.9,76.9,87.6,94.7,98.0
13.0436,80.2093,18,1,4,69.7,93.8,74.1,87.9,95.9,98.0
13.0427,80.2929,20,1,4,72.1,68.1,74.1,87.9,90.3,98.0
13.1532,80.3018,7,1,3,63.1,64.8,61.0,63.7,87.8,92.1
13.1868,80.1705,0,1,5,68.8,81.3,73.3,87.6,87.1,86.0
13.1965,80.2528,16,0,5,69.8,86.1,76.9,87.6,97.4,98.0
13.1383,80.2518,6,5,2,92.6,86.1,59.0,56.4,97.4,65.8
13.0441,80.2239,13,2,4,56.9,93.8,74.1,87.9,97.2,85.5
12.9709,80.3366,20,5,5,56.0,64.8,92.6,49.9,79.5,59.6
13.1443,80.3155,20,3,2,51.8,62.0,59.0,56.4,83.0,55.9
13.0896,80.2894,16,1,5,74.1,68.1,59.4,58.0,90.3,98.0
13.0561,80.2929,8,0,5,71.4,68.1,67.2,80.5,90.3,98.0
13.1766,80.2423,16,3,5,82.9,89.8,69.8,84.6,98.0,84.6
12.9778,80.3342,4,4,4,52.0,62.7,91.4,54.6,81.0,42.2
13.0732,80.2889,19,1,5,68.2,68.1,64.1,73.4,90.3,98.0
12.9528,80.2958,7,1,5,71.1,64.8,92.7,49.3,87.8,98.0
13.0672,80.3223,5,4,5,93.3,62.0,64.1,73.4,83.0,80.3
12.9641,80.2048,10,0,5,71.2,92.3,93.0,48.0,94.2,98.0
12.9797,80.3114,18,3,4,56.1,62.7,91.4,54.6,85.3,72.7
12.9794,80.189,3,1,4,63.5,89.6,91.4,54.6,92.0,78.7
13.1123,80.2191,17,1,4,75.5,93.8,57.1,48.6,97.2,98.0
13.1365,80.2171,0,2,2,84.7,93.8,59.0,56.4,97.2,64.8
13.0958,80.3457,12,1,4,80.0,68.0,57.9,52.0,78.4,98.0
13.1905,80.3213,13,0,5,71.8,62.0,73.3,87.6,83.0,98.0
13.0437,80.2902,23,1,4,66.7,68.1,74.1,87.9,90.3,86.7
13.0214,80.2954,0,0,3,73.1,64.8,81.2,83.2,87.8,89.1
13.1671,80.2624,10,3,5,87.8,81.7,66.5,79.0,96.3,90.8
13.0059,80.3394,16,0,2,68.0,64.8,84.4,77.0,79.5,98.0
13.1908,80.2493,3,1,5,78.8,86.1,73.3,87.6,97.4,87.2
12.953,80.2261,11,2,5,84.3,92.5,92.7,49.3,97.9,98.0
13.1925,80.1826,9,1,5,61.5,85.8,73.3,87.6,89.6,98.0
12.9608,80.3072,5,2,5,54.5,62.7,93.0,48.0,85.3,85.1
13.1728,80.2969,0,2,5,65.4,64.8,66.5,79.0,87.8,71.6
13.0819,80.2269,6,2,5,55.8,92.5,61.5,65.5,97.9,83.9
13.1982,80.155,20,1,5,82.9,76.6,76.9,87.6,84.7,98.0
12.9684,80.3178,15,3,5,49.5,62.0,92.6,49.9,83.0,73.9
13.0885,80.1523,23,3,5,81.6,71.9,59.4,58.0,82.5,69.0
13.1923,80.2907,13,0,5,71.8,68.1,73.3,87.6,90.3,98.0
13.0808,80.3441,22,4,5,91.5,64.8,61.5,65.5,79.5,62.0
13.1073,80.2375,19,0,4,74.4,89.8,57.1,48.6,98.0,98.0
13.1239,80.197,19,1,3,69.2,92.3,57.1,48.2,94.2,93.2
13.0636,80.291,5,0,5,71.9,68.1,67.2,80.5,90.3,98.0
13.1069,80.3134,21,1,4,68.7,62.7,57.1,48.6,85.3,98.0
13.0961,80.2593,4,0,4,72.3,81.7,57.9,52.0,96.3,94.9
13.1753,80.3434,23,3,5,61.1,64.8,69.8,84.6,79.5,61.0
12.9614,80.1603,20,4,5,53.2,76.6,93.0,48.0,84.7,60.6
13.0202,80.251,17,1,3,64.1,86.1,81.2,83.2,97.4,94.2
13.1876,80.2937,14,0,5,74.5,68.1,73.3,87.6,90.3,98.0
13.1726,80.3225,5,3,5,58.4,62.0,66.5,79.0,83.0,73.9
13.0639,80.1859,18,1,5,79.3,89.6,67.2,80.5,92.0,98.0
13.105,80.31,0,1,4,68.8,62.7,57.1,48.6,85.3,84.7
13.0193,80.2605,0,0,3,66.9,81.7,81.2,83.2,96.3,87.8
12.997,80.2293,12,2,2,79.3,92.5,87.3,69.3,97.9,83.1
13.0659,80.1763,2,2,5,84.9,85.8,64.1,73.4,89.6,80.4
13.0383,80.3231,9,3,4,90.5,62.0,74.1,87.9,83.0,88.8
13.0959,80.1815,20,0,4,72.7,85.8,57.9,52.0,89.6,98.0
12.9694,80.212,2,2,5,80.9,93.8,92.6,49.9,95.9,79.9
13.1936,80.208,8,0,5,68.1,93.8,73.3,87.6,95.9,98.0
13.1966,80.3243,7,1,5,73.8,62.0,76.9,87.6,83.0,98.0
13.1245,80.2845,2,0,3,83.8,72.2,57.1,48.2,92.6,93.1
13.084,80.3093,12,3,5,81.6,62.7,61.5,65.5,85.3,83.5
13.0274,80.2001,5,0,4,76.3,92.3,77.7,87.1,94.2,98.0
13.1534,80.275,12,3,3,83.2,76.9,61.0,63.7,94.7,79.3
13.1212,80.2643,22,1,3,85.9,81.7,57.1,48.2,96.3,84.7
12.9907,80.3166,19,4,3,56.8,62.0,89.7,61.5,83.0,55.6
13.1777,80.3312,19,2,5,59.5,62.7,69.8,84.6,81.0,87.7
13.1556,80.1524,11,5,4,52.0,71.9,63.5,71.6,82.5,60.4
13.1874,80.2848,12,0,5,76.1,72.2,73.3,87.6,92.6,98.0
13.1314,80.1604,1,4,2,54.2,76.6,57.7,51.0,84.7,30.6
13.1034,80.2598,20,0,4,68.4,81.7,57.9,52.0,96.3,98.0
13.0546,80.2075,23,2,5,64.0,93.8,70.6,85.6,95.9,71.6
13.1832,80.2114,22,0,5,78.3,93.8,69.8,84.6,95.9,98.0
13.1665,80.2206,15,3,5,79.0,93.8,66.5,79.0,97.2,86.5
12.9613,80.2743,22,2,5,85.7,76.9,93.0,48.0,94.7,82.1
12.9566,80.2168,5,3,5,87.8,93.8,93.0,48.0,97.2,90.1
13.0441,80.2965,18,1,4,75.9,64.8,74.1,87.9,87.8,98.0
13.1526,80.2309,20,4,3,87.8,92.5,61.0,63.7,97.9,72.7
13.1968,80.1637,12,0,5,80.4,76.6,76.9,87.6,84.7,98.0
12.9876,80.3068,16,3,3,60.4,62.7,89.7,61.5,85.3,69.7
13.0985,80.2072,22,0,4,72.3,93.8,57.9,52.0,95.9,96.3
13.0452,80.2366,8,5,5,48.1,89.8,70.6,85.6,98.0,61.4
13.1925,80.2871,16,0,5,69.2,68.1,73.3,87.6,90.3,98.0
13.1605,80.2165,1,3,4,84.0,93.8,63.5,71.6,97.2,67.1
13.1596,80.1613,18,4,4,51.0,76.6,63.5,71.6,84.7,56.6
13.0672,80.2248,18,3,5,61.8,93.8,64.1,73.4,97.2,77.1
13.0537,80.3389,23,4,5,86.5,64.8,70.6,85.6,79.5,64.0
13.0184,80.2783,6,1,3,68.3,72.2,81.2,83.2,92.6,96.4
12.9641,80.2843,21,1,5,78.9,72.2,93.0,48.0,92.6,98.0
13.1662,80.2765,9,2,5,77.3,72.2,66.5,79.0,92.6,97.8
13.1532,80.1898,9,1,3,60.5,89.6,61.0,63.7,92.0,92.5
13.1999,80.2337,19,1,5,71.8,92.5,76.9,87.6,97.9,98.0
13.1992,80.3002,8,0,5,80.4,64.8,76.9,87.6,87.8,98.0
13.0889,80.1703,16,2,5,84.5,81.3,59.4,58.0,87.1,98.0
13.1422,80.2056,14,1,2,82.5,93.8,59.0,56.4,95.9,93.5
13.1862,80.2053,1,1,5,72.0,93.8,73.3,87.6,95.9,89.0
13.1624,80.2364,3,4,4,90.8,89.8,63.5,71.6,98.0,59.0
13.0118,80.3461,18,1,2,67.0,68.0,84.4,77.0,78.4,88.6
13.0626,80.1635,16,4,5,97.9,76.6,67.2,80.5,84.7,82.8
12.9823,80.2537,4,5,4,96.4,86.1,91.4,54.6,97.4,59.9
13.1885,80.1859,6,0,5,69.4,89.6,73.3,87.6,92.0,98.0
13.1015,80.3441,17,1,4,75.4,64.8,57.9,52.0,79.5,98.0
13.0072,80.1727,20,0,2,70.6,81.3,84.4,77.0,87.1,98.0
13.1179,80.2307,21,2,3,82.0,92.5,57.1,48.2,97.9,89.4
13.1045,80.2976,6,0,4,70.5,64.8,57.9,52.0,87.8,98.0
13.0395,80.2909,16,1,4,71.5,68.1,74.1,87.9,90.3,98.0
12.9784,80.2345,6,3,4,90.0,92.5,91.4,54.6,97.9,88.7
13.1179,80.2193,3,2,3,77.7,93.8,57.1,48.2,97.2,71.8
13.0801,80.2295,7,2,5,54.0,92.5,61.5,65.5,97.9,84.2
13.1431,80.2029,12,1,2,80.1,92.3,59.0,56.4,94.2,89.1
13.08,80.1911,3,1,5,73.9,89.6,61.5,65.5,92.0,90.1
13.163,80.2466,5,5,4,86.1,86.1,63.5,71.6,97.4,78.1
13.088,80.2037,4,0,5,78.6,92.3,59.4,58.0,94.2,96.7
13.0902,80.2075,11,1,5,62.4,93.8,59.4,58.0,95.9,98.0
13.1692,80.2814,3,1,5,80.5,72.2,66.5,79.0,92.6,91.6
13.0509,80.3437,23,5,5,90.8,64.8,70.6,85.6,79.5,64.1
12.9835,80.2707,8,2,4,89.6,76.9,91.4,54.6,94.7,98.0
12.9572,80.1654,3,4,5,53.3,81.3,93.0,48.0,87.1,40.5
13.1388,80.1651,18,3,2,51.4,81.3,59.0,56.4,87.1,56.5
13.1051,80.3403,23,1,4,67.4,64.8,57.1,48.6,79.5,82.3
13.126,80.2095,13,1,2,81.0,93.8,57.7,51.0,95.9,94.8
13.0032,80.1684,4,2,2,61.8,81.3,87.3,69.3,87.1,56.8
12.9841,80.2698,17,2,4,86.5,76.9,91.4,54.6,94.7,98.0
12.9536,80.2747,9,3,5,85.5,76.9,92.7,49.3,94.7,87.5
13.0376,80.2797,18,1,4,72.3,72.2,74.1,87.9,92.6,98.0
13.0975,80.2035,11,1,4,70.5,92.3,57.9,52.0,94.2,98.0
13.0481,80.153,17,4,5,93.6,71.9,70.6,85.6,82.5,83.4
13.0594,80.343,16,5,5,93.6,64.8,67.2,80.5,79.5,79.8
13.176,80.2002,23,0,5,74.4,92.3,69.8,84.6,94.2,98.0
13.0371,80.2852,10,1,4,66.1,68.1,74.1,87.9,90.3,98.0
13.0785,80.2913,2,0,5,67.2,68.1,61.5,65.5,90.3,96.4
13.1459,80.272,22,3,3,83.5,76.9,61.0,63.7,94.7,63.1
13.0491,80.2126,16,1,5,65.5,93.8,70.6,85.6,95.9,98.0
13.1055,80.2042,0,1,4,74.6,92.3,57.1,48.6,94.2,82.8
13.1656,80.2695,14,2,5,83.8,76.9,66.5,79.0,94.7,97.5
13.1874,80.3232,8,1,5,67.8,62.0,73.3,87.6,83.0,98.0
12.9868,80.3393,14,3,3,56.9,64.8,89.7,61.5,79.5,66.9
13.1816,80.1712,23,2,5,62.3,81.3,69.8,84.6,87.1,70.7
13.073,80.181,2,2,5,84.2,85.8,64.1,73.4,89.6,82.0
13.0146,80.3389,21,1,2,69.4,64.8,84.4,77.0,79.5,87.7
13.0648,80.2973,18,1,5,74.0,64.8,67.2,80.5,87.8,98.0
13.195,80.3266,12,1,5,77.1,62.7,76.9,87.6,81.0,98.0
13.0732,80.1905,11,1,5,75.5,89.6,64.1,73.4,92.0,98.0
13.0322,80.2675,19,2,4,66.4,76.9,77.7,87.1,94.7,87.4
13.1084,80.2902,0,0,4,68.6,68.1,57.1,48.6,90.3,94.4
13.01,80.286,20,1,2,75.9,68.1,84.4,77.0,90.3,90.3
12.969,80.2316,16,3,5,89.3,92.5,92.6,49.9,97.9,91.7
12.9822,80.1531,12,5,4,49.2,71.9,91.4,54.6,82.5,60.7
12.982,80.2666,0,2,4,89.5,76.9,91.4,54.6,94.7,79.7
12.988,80.2006,9,1,3,69.9,92.3,89.7,61.5,94.2,91.8
12.9847,80.2401,14,4,4,87.9,89.8,91.4,54.6,98.0,76.7
13.1102,80.3415,6,1,4,68.6,64.8,57.1,48.6,79.5,98.0
12.9955,80.2298,21,1,2,77.6,92.5,87.3,69.3,97.9,93.4
13.0364,80.318,17,3,4,88.1,62.0,74.1,87.9,83.0,87.9
13.1742,80.1877,15,1,5,60.4,89.6,66.5,79.0,92.0,98.0
13.0685,80.2845,13,2,5,60.7,72.2,64.1,73.4,92.6,90.2
13.1169,80.3454,17,1,3,64.8,68.0,57.1,48.2,78.4,90.2
12.9931,80.1704,6,4,3,54.9,81.3,89.7,61.5,87.1,54.1
12.9981,80.1517,16,2,2,54.3,71.9,87.3,69.3,82.5,72.1
12.9602,80.2367,17,5,5,91.4,89.8,93.0,48.0,98.0,82.6
12.9922,80.1685,11,3,3,53.9,81.3,89.7,61.5,87.1,64.2
13.0196,80.2997,7,1,3,68.7,64.8,81.2,83.2,87.8,94.6
12.9943,80.3329,21,3,3,51.7,62.7,89.7,61.5,81.0,65.7
12.9722,80.2368,1,5,5,91.5,89.8,92.6,49.9,98.0,63.9
12.9802,80.2017,6,0,4,70.6,92.3,91.4,54.6,94.2,98.0
13.0652,80.2369,3,5,5,51.2,89.8,64.1,73.4,98.0,43.7
13.0016,80.2947,17,0,2,68.4,68.1,87.3,69.3,90.3,98.0
13.0411,80.1518,5,4,4,85.9,71.9,74.1,87.9,82.5,76.3
13.0759,80.2679,8,2,5,62.7,76.9,61.5,65.5,94.7,86.8
13.1226,80.2727,8,2,3,79.3,76.9,57.1,48.2,94.7,87.7
12.9598,80.2775,13,1,5,79.5,72.2,93.0,48.0,92.6,98.0
13.1499,80.1984,7,1,3,66.2,92.3,61.0,63.7,94.2,96.1
13.107,80.2928,18,0,4,75.1,68.1,57.1,48.6,90.3,98.0
12.9704,80.1683,2,4,5,52.0,81.3,92.6,49.9,87.1,43.7
13.1684,80.1899,17,1,5,68.1,89.6,66.5,79.0,92.0,98.0
13.1802,80.3255,4,3,5,58.7,62.7,69.8,84.6,81.0,57.3
12.9653,80.2977,13,1,5,66.7,64.8,92.6,49.9,87.8,98.0
13.0192,80.1527,3,1,3,74.9,71.9,81.2,83.2,82.5,77.7
13.1516,80.1997,6,0,3,72.9,92.3,61.0,63.7,94.2,98.0
13.1371,80.1929,19,2,2,65.0,89.6,59.0,56.4,92.0,73.1
12.9961,80.2042,11,0,2,74.7,92.3,87.3,69.3,94.2,98.0
13.0023,80.1995,1,1,2,68.8,92.3,87.3,69.3,94.2,71.7
13.0426,80.1625,10,3,4,91.6,76.6,74.1,87.9,84.7,90.1
13.0711,80.2418,13,5,5,51.5,89.8,64.1,73.4,98.0,60.3
13.1046,80.2965,21,0,4,77.0,64.8,57.9,52.0,87.8,98.0
13.0422,80.2713,22,3,4,62.4,76.9,74.1,87.9,94.7,54.2
13.0656,80.2846,15,1,5,68.0,72.2,64.1,73.4,92.6,98.0
13.1369,80.1662,19,4,2,57.7,81.3,59.0,56.4,87.1,48.2
12.9592,80.3403,5,4,5,48.1,64.8,93.0,48.0,79.5,62.5
13.0131,80.3177,22,1,2,73.2,62.0,84.4,77.0,83.0,71.8
13.1283,80.311,3,2,2,58.9,62.7,57.7,51.0,85.3,53.8
13.1738,80.3146,14,3,5,61.7,62.7,66.5,79.0,85.3,75.2
13.0779,80.3365,23,3,5,93.7,64.8,61.5,65.5,79.5,72.9
13.083,80.2589,0,3,5,49.2,81.7,61.5,65.5,96.3,55.6
12.9768,80.1901,6,1,4,63.6,89.6,91.4,54.6,92.0,98.0
13.0619,80.2734,11,3,5,56.6,76.9,67.2,80.5,94.7,75.5
13.0832,80.2986,9,1,5,81.1,64.8,61.5,65.5,87.8,98.0
13.0106,80.2976,4,1,2,69.6,64.8,84.4,77.0,87.8,70.7
13.0173,80.2543,11,0,3,68.4,86.1,81.2,83.2,97.4,98.0
13.0443,80.1637,17,4,4,90.3,76.6,74.1,87.9,84.7,78.4
12.955,80.2242,9,2,5,89.7,93.8,93.0,48.0,97.2,98.0
13.0305,80.3342,5,3,4,80.7,62.7,77.7,87.1,81.0,85.9
13.0029,80.2669,11,1,2,76.4,76.9,87.3,69.3,94.7,93.9
13.0319,80.2577,6,2,4,61.0,81.7,77.7,87.1,96.3,84.6
12.9799,80.2038,17,0,4,72.6,92.3,91.4,54.6,94.2,98.0
13.1726,80.2237,1,3,5,77.4,93.8,66.5,79.0,97.2,67.9
13.0984,80.3291,9,0,4,76.0,62.7,57.9,52.0,81.0,98.0
13.1198,80.2833,14,1,3,71.1,72.2,57.1,48.2,92.6,96.1
13.1473,80.3075,11,2,3,59.1,62.7,61.0,63.7,85.3,78.5
13.0746,80.2409,16,5,5,51.6,89.8,64.1,73.4,98.0,62.6
12.9717,80.276,3,1,5,80.8,72.2,92.6,49.9,92.6,89.5
13.0843,80.1997,6,1,5,71.4,92.3,61.5,65.5,94.2,98.0
13.0967,80.2911,8,0,4,71.7,68.1,57.9,52.0,90.3,98.0
13.1364,80.2355,18,5,2,94.4,89.8,59.0,56.4,98.0,68.7
13.0579,80.2385,22,4,5,49.5,89.8,67.2,80.5,98.0,44.1
12.9819,80.2799,6,2,4,78.6,72.2,91.4,54.6,92.6,96.8
13.0209,80.3373,22,0,3,75.6,64.8,81.2,83.2,79.5,92.5
13.0408,80.1628,1,4,4,93.0,76.6,74.1,87.9,84.7,59.8
13.1115,80.3149,5,0,4,70.2,62.7,57.1,48.6,85.3,98.0
13.0927,80.2085,17,1,5,68.0,93.8,59.4,58.0,95.9,98.0
13.039,80.2388,5,3,4,61.9,89.8,74.1,87.9,98.0,71.5
13.1966,80.1544,12,1,5,76.5,71.9,76.9,87.6,82.5,98.0
13.1014,80.2102,18,0,4,68.9,93.8,57.9,52.0,95.9,98.0
13.0093,80.2505,1,1,2,76.7,86.1,84.4,77.0,97.4,71.0
12.9754,80.1612,11,4,4,50.7,76.6,91.4,54.6,84.7,59.0
12.9882,80.2482,14,4,3,87.9,86.1,89.7,61.5,97.4,68.6
13.0115,80.3354,13,0,2,72.9,64.8,84.4,77.0,79.5,98.0
12.9902,80.1711,5,4,3,61.5,81.3,89.7,61.5,87.1,55.3
12.9966,80.3029,17,0,2,65.6,64.8,87.3,69.3,87.8,98.0
13.0213,80.2319,4,1,3,68.2,92.5,81.2,83.2,97.9,74.6
12.9933,80.281,17,1,3,82.3,72.2,89.7,61.5,92.6,98.0
13.1742,80.202,2,1,5,66.3,92.3,66.5,79.0,94.2,87.7
12.9701,80.1819,2,2,5,56.1,85.8,92.6,49.9,89.6,66.7
13.0811,80.1821,21,3,5,77.7,85.8,61.5,65.5,89.6,89.0
13.0526,80.1641,21,4,5,88.5,76.6,70.6,85.6,84.7,80.9
13.1956,80.1871,9,1,5,76.2,89.6,76.9,87.6,92.0,98.0
12.978,80.2828,18,1,4,79.0,72.2,91.4,54.6,92.6,98.0
13.0495,80.3263,2,5,5,89.9,62.7,70.6,85.6,81.0,63.3
13.1924,80.3128,11,0,5,67.3,62.7,73.3,87.6,85.3,98.0
13.1664,80.287,15,1,5,74.1,68.1,66.5,79.0,90.3,98.0
13.1543,80.1721,16,3,3,49.1,81.3,61.0,63.7,87.1,66.2
13.0145,80.2078,6,1,2,75.6,93.8,84.4,77.0,95.9,90.6
12.9927,80.212,12,1,3,80.9,93.8,89.7,61.5,95.9,98.0
13.1172,80.2,23,1,3,67.5,92.3,57.1,48.2,94.2,77.1
13.1823,80.253,1,2,5,75.5,86.1,69.8,84.6,97.4,79.7
13.0892,80.2571,3,2,5,63.5,81.7,59.4,58.0,96.3,70.4
13.0929,80.2214,9,1,5,63.1,93.8,59.4,58.0,97.2,97.7
13.02,80.2208,6,1,3,70.8,93.8,81.2,83.2,97.2,97.2
13.1424,80.3157,23,3,2,52.3,62.0,59.0,56.4,83.0,40.0
12.9968,80.3079,16,2,2,60.2,62.7,87.3,69.3,85.3,74.5
13.0309,80.2116,19,0,4,67.2,93.8,77.7,87.1,95.9,98.0
13.0564,80.3328,5,5,5,91.4,62.7,67.2,80.5,81.0,81.1
13.0769,80.3406,18,3,5,89.7,64.8,61.5,65.5,79.5,88.1
13.0106,80.2153,4,1,2,73.3,93.8,84.4,77.0,97.2,72.6
12.9787,80.2209,9,2,4,81.9,93.8,91.4,54.6,97.2,98.0
13.1027,80.2511,8,1,4,65.7,86.1,57.9,52.0,97.4,98.0
13.0222,80.3382,12,0,3,72.7,64.8,81.2,83.2,79.5,98.0
